Species	ERAS6_Dag42	ERAS7_Dag8	ERAS11_Dag180	ERAS3_Dag180	ERAS9_Dag42	ERAS9_Dag4	ERAS7_Dag4opt	ERAS2_Dag0	ERAS2_Dag42	ERAS2_Dag180	ERAS4_Dag0	ERAS3_Dag4	ERAS9_Dag8	ERAS7_Dag0	ERAS11_Dag8	ERAS11_Dag4opt	ERAS4_Dag180	ERAS5_Dag4	ERAS3_Dag0	ERAS9_Dag0	ERAS11_Dag42	ERAS5_Dag180	ERAS5_Dag0	ERAS5_Dag42	ERAS6_Dag8opt	ERAS2_Dag8	ERAS4_Dag4opt	ERAS6_Dag4opt	ERAS6_Dag180	ERAS7_Dag42	ERAS2_Dag4opt	ERAS4_Dag42	ERAS3_Dag42	ERAS7_Dag180	ERAS11_Dag0	ERAS4_Dag8opt	ERAS5_Dag8	ERAS6_Dag0	ERAS3_Dag8	ERAS9_Dag180	ERAS8_Dag180	ERAS10_Dag0	ERAS12_Dag180	ERAS12_Dag2	ERAS8_Dag8	ERAS12_Dag4opt	ERAS8_Dag0	ERAS12_Dag42	ERAS1_Dag8	ERAS12_Dag0	ERAS1_Dag42	ERAS10_Dag180	ERAS10_Dag8	ERAS1_Dag0	ERAS8_Dag42	ERAS1_Dag180	ERAS10_Dag42	ERAS12_Dag8	ERAS12_Dag1opt
[Ruminococcus] gnavus	0.000772741644424326	0.00193824852279335	5.45350201601037e-05	0.00173981621508592	0.00318992708930922	0.000159923652955773	0	0	0.000518248392534107	0.000529571325814328	0	0	0.010631685030395	6.23431319336732e-05	0.0650768805775932	0	9.60344205737123e-05	0	5.15560671763124e-05	0	0.000121848453220196	0.000733166963527744	5.4199548217001e-05	0.00113684453483733	0	0.00468146796538586	0	0	0	0.0010163072021903	0	0.0119645214740311	0.00382624861095338	0	6.36939090175957e-05	0.0051347526599533	0	0	0	5.70081894855477e-05	0	0	7.65777747012736e-05	0	0.00223056007322431	0	0	0.000121016292054898	0.0374343269771388	0	0.0012637760679097	0.00404231673066071	0	6.86173396893597e-05	0	0.000183112259482693	0.0033218207231018	0	0
[Ruminococcus] obeum	0	0	0.00025222446824048	0.000507094247283892	0.00347070306783033	0.00023988547943366	0	0.000324143755909972	0	0.000374947116647989	0.00139909974995406	0.000201510581731318	0	0.000166248351823129	0	4.23592822542359e-05	0.000123244173069597	0	0.000773341007644686	0.000221358865332847	0	0	0.000159410435932356	0	0	0	0.000370194825794454	0	0.000168553688392959	0	0	7.16867673698686e-05	0	0.000183424733349615	0.0005397220711491	0.000357573305010675	0	0.000908783551217115	7.18689699299672e-05	0.000222331938993636	0.000765819583371166	0.000136153840342647	0.000410807853866207	0	0.000369114033469503	0	0.00144995049953252	0.000360379399134073	0	0.000204099780755611	0.00627077813627168	0.000364369073564948	0	0.00256412164102344	0.00190804479236506	0.000570539250598708	0.00242632078317636	0	0.00194294333901811
[Ruminococcus] torques	0	0.0221745877255257	0.000660479688605701	0.000754922262873764	0.00087592506119832	0.00147485146614769	0	0.003684085483837	0.00539090990929501	0.00130100314891615	0.00231965624339642	0.000716482068378018	0	0.000629098876785248	0	9.00134747902514e-05	0.000460609535714657	0.00010775436107875	0.00195099012104045	0.000600494794254	0.00243561519270147	0.00148546002175621	0.00140348303804024	0.00776222538950405	0	0	0.00136673824309896	0	0.00138082884312767	0.000640793341769013	0	7.16867673698686e-05	0	0.00145906037891739	0.0027246838857527	0	0.00818490831827845	0.00153045476229067	0	0.00017862566038805	0.0026088865635016	0.000421860787855311	0	0.000190222338941332	0.000683080299629471	0	0.00197547479588135	0.000151270365068623	0	0.00260567386764663	0.000814954683615884	0.00901891313712897	0	0.00198990285099143	0.000570859265886164	0	0.00572998948046885	0.000106820371884701	0.0075710519831357
butyrate-producing bacterium	0.0136143027899486	0	0.00552985104423452	0.00518624604573323	0	0.000568617432731638	2.94219905299816e-05	0.000999966059898613	0.00113789320969445	0.00651877084395256	0.000930054298533429	0.000716482068378018	0	0.0012406283254801	0	0	0.00134448188803197	0	0.00357283545531845	0.000741787687019647	0.000625488726530338	0.00056103211122123	0.000894292545580517	0.00152355804463855	0	0	0.000400020949199695	0	0.00208127163059132	0.00131205797531446	0	0.00756295395752113	0.00333025342064461	0.000390194432761908	0.00194903361593843	0.00166629160134975	0	0.00216848894359698	0	0.00261097507843809	0.00026444219082939	0.000207472518617366	0.000673600795983425	8.56000525235993e-05	3.96896810182261e-05	0	0.000371425675907645	0.00221232908912861	0.000177208575002235	0.00115724575688431	0.00447787783231674	0.00769223599748223	0	0.00754104563186063	0.00263491899898032	0.00518573918854988	0.00695827656023145	0	0.00501605677294598
butyrate-producing bacterium SS3/4	0.000772741644424326	0	0.00043628016128083	0.000243485729846631	0.00198103051512113	0	0	0.00287407463573509	0	0.00518853810887133	0.00248477193190274	0.000230297807692934	0	0.00107853618245255	0	4.23592822542359e-05	0.00154055216336997	0	0.00129921289284307	0.00033203829799927	0.000520292895250235	0.00365945945273848	0.000693754217177613	0	0.00021998230403374	0	8.66712056599339e-05	0	0.000952694760481943	0.00134432169601891	0	0.000430120604219211	0	0.000525261736410261	0.000481242868132945	0.0055066288971644	0	0.000642170545528721	0	0.00393926589345135	0.00154726813783154	0.00138799114955018	0.00146774068177441	0	0	0	0.00023062378569429	0.00325987636722883	0	0.000949063980513591	0.000975162848248665	0.00160384677680298	0	0.00846737971766699	7.57160631890898e-05	0.00489861916568102	0	0	0.00238591464480951
motu_linkage_group_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22417555852099e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_101	0	0	0	0	0	0	0	0	0	0	0	0.00017360911656852	0	0	0	0	0	0	0.00037635929038708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_102	0	0	0	0	0	0	0.0025597131761084	0	0	0	0	0	0	0.00332912324525815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50373909157516e-05	0	0	0	0	0	0	0	0.000269714274202576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_103	0.000132693009648622	8.53853974798833e-05	0.0413811732974867	0	7.79933273669737e-05	0.000279866392672603	0	0.0075825240965822	0	0	0.0430809479925149	0.000155008139793321	9.6714483707297e-05	0.0200059110375157	0.000109704788566408	7.05988037570599e-05	0.0268112096505043	0	0.0125332799305615	0.032928308659034	0	0	0	0	0	0	0.000826709961679369	0	0.0152870866951179	0	0	0.000107530151054803	0	0.000562780431868137	0.0408341650711806	7.1514661002135e-05	0	0.000199431846437491	0	5.70081894855477e-05	0.0011871766439362	0.004300905310938	0	0	0	0	0	0.00251108806013914	6.89144458342025e-05	0.00285331493496344	0	0	0	0.0195971122152811	0	0	0	0	0.000488454966653916
motu_linkage_group_104	0.00358271126051278	0	0.00610246875591561	0.00144615766817999	0.0320786555460363	0.000159923652955773	3.53063886359779e-05	0.00985397017966316	0.0624939963779716	0.00809487598030473	0.0426853278804522	0	0	0.0866382504482257	0	8.47185645084719e-05	0.0211867937522372	7.54280527551253e-05	0	0.00101024418327438	0.00300234588734562	0.0298367077331291	0.00243897966976505	8.8524779352087e-05	4.88849564519423e-05	0.000101330475441252	0.000113339268939913	0	0.00477813064487867	0.000129054882817815	0.000100782071877234	0.0768195399135512	0.0122085673271716	0.000160794409105182	0.0144075622197801	7.1514661002135e-05	0	0.0524532347043459	0	0.0185618664964943	0.000962119460251612	0.00309963942814345	0.0426027686588085	8.56000525235993e-05	0	0.000144419505879476	0.0019008255178803	0.088553671711172	0.00013017173102016	0.0303088174422082	0.0420456985915287	0.0345652337392937	0.00012570067583703	0.0557927589014184	0.000255541713263178	0.0870911204061207	0.0134526680164475	0.0052128341479734	0.0365026153926369
motu_linkage_group_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184016657197704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506755722979887	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_113	0.0173023879110647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00920503729990074	0	0	0.419533114697276	0.000390849132505412	0	0	0	0	0	0	0	0	0.00047568188557683	0	0	0	9.33626333778148e-05	0.000170172832669497	0.0793084486631148	0	0.0632557435752107	0	0.00867535543668553	0	0.000759251184410873	0	0.0200371847804861	0.00452522433013307	0	0	0	0.0239909274446241	0.0097847460646386	0.0697645199488199
motu_linkage_group_115	0.000878115505027643	0	0.000714408764097359	0	0.00141947855807892	0	0	0.00201979899515945	0.0284135314341526	0.0198967512413098	0.0154361250741668	0.00328617256361841	0	0	0	0.000111193115917369	0.0352926495608393	0	0.00295931825592033	7.06464463828235e-05	0.000503234111799408	0	0.00184278463937803	0	0	0.000151995713161878	0.00152007960695884	0	0	0	0.000120938486252681	0	0	0	0.00243310732447215	7.1514661002135e-05	0	0.000201647755842352	0	0.0263491851802202	0.00620032541051039	0.0101578545115062	6.38148122510613e-05	0.000114133403364799	0	0.000115535604703581	0.00312434539145843	0.0136975315569638	0.0440914624447228	0.0217672416175859	0.019796243112205	4.15235411470026e-05	0	0.000343086698446798	0.0024248069236306	0.00939878605472769	0	0.000587512045365855	0.0151421039662714
motu_linkage_group_118	0	0	0	0.0157048295751077	0	0	0	0	0	0	0.000156165833708971	0	0	0	0	0	0	0	0.000448537784433918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227874361719001	0	0	0	0	0	7.18689699299672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_120	0	0	0.0177347885560657	0	0	0	0	0	0	0	0	0	0	0	0	0.000296514975779652	0	0	0	0	0	0	0	0	0	0	0	0	0.00066688633233736	0	0	0	0	0	0.0175221943707406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235329345856866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925684811055724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_122	0	0	0	0	0	0	0	0	0	0	0.00234441547889024	0	0	0.00127457069731065	0	0	0.000877647899131982	0	0	0	0	0	0	0	0	0	0.000103709134977699	0	0.0021578129190403	0	0	0	0	0.000650324054603181	0.00174096684648095	0	0	0	0	0	0	8.29890074469465e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132954564291661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_126	0.0022269009207501	0	0.0204070045439108	0	0.00737816876891571	0.000399809132389433	0	0.000178801878260017	0.0208763972036022	0.0964071989803893	0.00014652596743064	0.000310016279586643	0	0	8.77638308531263e-05	0	0.0269400558314406	0	0.0197047288747866	0.00349699909594976	0.013834673378621	0.00620960541283498	0	0.00291199932079234	0	0.00103357084950077	0	0	0.0353376471926456	0	9.71827121673326e-05	0.011986027504242	0	0.00129064312375093	6.36939090175957e-05	0	0	0.000201647755842352	0	0.0140753219839817	0.00121530879189677	0.00260792955902029	0	0.000185466780467799	5.55655534255166e-05	0	0.000808397059328404	0.00670884069079343	6.89144458342025e-05	0.0034411223035396	0.0293379710713018	0	0	0.0038906031603867	0.00520169354109047	0.00475212935809486	0	0	0.00600236007099716
motu_linkage_group_127	0.000149279635854699	0	0.0869397291392374	0	0	0.000159923652955773	0	0.0242839439844253	0.00199412968431602	6.30442054540867e-05	0.033995566822513	0.000124006511834657	0	0.0047505466533459	0.00032180071312813	0.000182144913693215	0.0263686510290271	0	0.00509373943701966	0.00176616115957059	0.265187318134837	0	0.00348503095035316	0.00034943991849508	7.33274346779135e-05	0	0.000626699487079522	0	0.0548019339914151	0	0	0.0015269281449782	0	0.00547022579775829	0.0513181824954768	0.000107271991503203	0	0.0100141377824479	0	0.0116752772066402	0.00117029735515986	0.0163260124900005	0.0924102296207619	0.000235400144439898	0	0.000115535604703581	0.00956421115462187	0.00238250824983081	6.89144458342025e-05	0.0137522432273131	0	0.00735900957977754	0	0.0275635853532158	0.00180582810705979	0.000146489807586155	7.56334408720809e-05	0.000142427162512935	0.0225440753840269
motu_linkage_group_131	0.0911835140420705	0.000794084196562914	0.00321211268743011	0.0312436461525926	0.0747098082848241	0	2.94219905299816e-05	0.00221846774878169	0.157361617885221	0.0799778790390543	0.00358140311972574	0.000148807814201588	0.00592721621577578	0.000679540138077038	0.172508585924905	7.05988037570599e-05	0.0107334470727886	0.00858371240353325	0.0120074080453632	0.00161780362216666	0.00956144812418875	0.00471139466127828	0.0127314738761735	0.00419793822085423	0.000850598242263796	0.0170133868265863	5.41695035374587e-05	0	0.000820783178261366	0.00231223331715252	0.000161971186945554	0.00232981993952073	0.00622119681558716	0.000175087245470087	0.00254775636070383	0	0.00675354336601879	0.00151701157856785	0.00104210006398452	0.00395636835029701	0	0.00220335814771643	0.000721107378436993	0	0	0	0	0.000801732934863702	0.00194338737252451	0.000104965601531457	0.16892181912555	0.0772991861107314	0.00460064473563529	0.0547978074759227	0.00162410955540598	0.104271445039825	0.0834993187227774	0.00241414040459424	0.000322058219771813
motu_linkage_group_134	7.02492404022115e-05	0	0	0	0.00259717780132022	0.0128578616976442	2.94219905299816e-05	0	0	0	0	0	0	0.00682033863354385	0	0	0	0	0	0.0448534288084546	0.00506645868489573	0	0	0	0	0	0	0	0.0356454408844936	0	0	0	0	0	0	0	0	0.000517045527800902	0	0	0	0.00476149430226855	6.38148122510613e-05	0.00185752113976211	0	0.000231071209407162	0	0.000279850175376953	0	0.00901916931159045	0	7.26661970072546e-05	0.00020950112639505	0	0	0	0.126931065809161	0	0.0411523309405924
motu_linkage_group_135	0.000421495442413269	0	0.00451549966925659	0	0.00604448287094046	0.000159923652955773	0	0	0	0	0.00698234794272112	0	0.000176542311529193	0.0013154400838005	0.000214533808752087	0	0.0201672283204796	0	0.005578366468477	0.0178947448687692	0.00342881547361631	0	0.00225470120582724	0	0	0	4.76215415713922e-05	0	0.0199552910214795	0.00602256119816471	0	0.0041434951539784	0	0.00278388720297438	0.000802543253621706	7.1514661002135e-05	0	0.000116335243755203	0	0.0097940069536171	0.00881661517084372	0.00906862378876508	0	0	0	0	0.00565331727300607	0.00258672324267346	0	0.000906203026554913	0	0	0	0	0.0030778579686365	0	0	0.00357848245813748	0.000798436003184286
motu_linkage_group_136	0	0	0.000490815181440933	0.000206593952597141	0.000363968861045877	0.773438762790005	0	0	0	0	0	0.867971178935498	0.0050567858624101	0	0.0882114263904773	0.682700316163295	0	0	0.0321709859180189	0.000204874694510188	0.0126576173205139	0	0	0	0	0	0	0	0	0	0	0	0.000242936419743072	0	0.00568149668436953	0	0	0	0.0171910576072481	0.00103184822968841	0	0.00012448351117042	0.000491374054333172	0.899356951839196	0	0.502857165911867	0	0.00124798051181614	0	0.00111438480292564	0	0	0.00406013182953606	0	0	0	0.000683726305483612	0.00575761804458538	0.0905614294905847
motu_linkage_group_140	0.00841585900018493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52939172541369e-05	6.37536490024125e-05	0	0	8.5548673790899e-05	0	0	0	0	0	0	0	0	0	0.000235667463365104	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363868274004589	0	0.0264124825265558	0	0	6.86173396893597e-05	0	0.00804522023263162	0	0	0
motu_linkage_group_142	0	0	0.000157545613795855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.55408635263935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_145	0	0	0	0	0	0	0	9.27120850237125e-05	0.0383109491046137	9.456630818113e-05	0	0	0	0.00653356022664895	0	0	0.000112040157335998	0	0	0	0	0	0	0	0	0.0620953153503994	0	0	0	0	9.44831923849067e-05	0	0	0	0	0	0	0.000186136390008325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00988775864923673	0	0	0	0	0
motu_linkage_group_151	0	0	0	0	0	0.000779627808159394	0	0	0	0	0.00307374021903372	0	0	0	0	0.000423592822542359	0	0	0	0.00269162960718558	0	0	0	0	0	0	0.000211122167633172	0	0.01091934763937	0	0	0	0	0.00239285902142452	0.00521653114854109	0	0	0	0	0	0.0123343839836025	0	0	0	0	0	0	0	0	0.000208181776370723	0	0	0	0	0	0	0	0	0.000112720376920134
motu_linkage_group_158	0	0	0	0	0	0	0	0.0306612109756992	0	0	0.00739184946222464	0.000177152159763796	0	0	0	0	0.0136240831320573	0	0.0115434034407763	0	0	0	0	0	0	0	6.66701581999491e-05	0	0.00299732428490088	0	0	0.0151545826219902	7.08564557583959e-05	0	0	0	0	0	0	0	0.0238110500338294	0.00650426345865443	0	0	0.00689409759286588	0	0.0434568040811945	0	0	0	0	0	0	0	0.0134414941176432	0	6.05067526976648e-05	0	0
motu_linkage_group_161	0	0	0	0	0	0	0	0	0	0	0.00167965030033649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180089738197804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056103211122123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_168	0	8.53853974798833e-05	0	0	0	0	4.41329857949723e-05	0	0	0	0.0901597413279794	0	0	8.31241759115643e-05	0	0	8.40301180019983e-05	0	0	0.00148357537403929	0	0	0	0	0	0	0.00109005708656917	0	0.00127025968064259	0.000268864339203782	0	0	0	0.147118308629423	0	7.1514661002135e-05	0	0	0	0	5.62642959211469e-05	0.215238214989214	0	0	3.96896810182261e-05	0	0.0832048135456053	0	0	0	0	0.000267826840398167	0.000314251689592574	0	5.67870473918173e-05	0	0.000266229711869725	0	0
motu_linkage_group_171	0	0	0.00833704120697586	0	0	0	0	0	0	0	0	0	0	0.00129361998762372	0	0	0	0	0	0	0.00319852189703014	0	0	0	0	0	0	0	0	0.000152356458882143	0	0	0	0.000544021084139199	0.00106687297604473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125244863244594
motu_linkage_group_176	0	0	0	0.0327112010515773	0	0	0	0	0	0	0	0.000310016279586643	0	0	0	0	0	0	0.00561961132221805	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08564557583959e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_177	0	0	0	0	0	0	2.94219905299816e-05	0	0	0	0.00985579928296619	0	0	0.0213774599400565	0	4.23592822542359e-05	0	0	0.0225403125694838	0	0	0	0	0	0	0	3.33350790999746e-05	0	0	5.37728678407564e-05	0	0	7.08564557583959e-05	0	0.0064585623743842	0	0	0	7.18689699299672e-05	0	0	0.000106700152431788	0	0	0	0	0	0	6.89144458342025e-05	0.000160728577345044	0.0167701772333347	0	0	9.14897862524796e-05	0	0.0548047668141322	0	0	9.39336474334454e-05
motu_linkage_group_179	0	0	0	0	0	0	0	0	0	0	0.00815147092495717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180009427139863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000432064678993207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164330285265397	0	0	0	0	0	0	9.33626333778148e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_185	0	0	0.00087256032256166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000227450446011032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213022757453972	0	0	0	0	0.000815411489874672	0	0	0	9.10357048793248e-05	0.00499192204726456	0	0.000170083150629676	0	0	0	0	0	0	0	0	0.000647098460097068
motu_linkage_group_190	0	0	0	0	0.00422030560307958	0.000159923652955773	4.41329857949723e-05	0.0151981596521014	0	0	0.000950876409694625	0	0	0.00552360148932345	0	0.000148257487889826	0.00245367944565835	0	0	0.000141292892765647	0	0	0	0	0	0	0.000204177359487344	0	0.00553295803202974	8.45002208926171e-05	0	0	0	0.00160580016559708	0.00120381488043256	0	0.000136320471643777	0.000707318282031634	0	0	0.0041354257502043	0	0	0	0	0	0	0	0	0.00047759348696813	0.00251443335310754	0	0	0.006429444728893	0	0.00203327852929583	0	0	9.39336474334454e-05
motu_linkage_group_191	0	0	0	0	0	0	0	0	0	0	0.00172823522637928	0.000186009767751986	0	0	0	0	0.00639189097601867	7.54280527551253e-05	0.0128993280075134	0	0	0.0109337508039137	6.77494352712513e-05	0.0250664901533804	0	0	8.51896465888239e-05	0	0	0	0	0	0	0	0	7.1514661002135e-05	0	0	0	0	0	0.00371583280843703	0	0	0	0	0	0.00065802608804851	0	0	4.37292757062181e-05	0	0	0	0	0.0101546734618722	0	0	0
motu_linkage_group_192	0	0	0	0.0378244013783566	0	0	0	0	0	0	0	0.000992052094677256	6.90817740766407e-05	0	0	0	0	0	0.0707246129524653	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146637435192	0	0	0	0	0	0.000107803454894951	0.0195196040798515	0	0.00108300654718265	0	0	0	0	0	0	0	0	0	0	0	0	0.00127202986157671	0	0	0	0
motu_linkage_group_194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000718185280978695	0	0	0	0	0	0	0	0	0	0	0.0111279985875789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_195	0	0	0	0	0	0.000159923652955773	0	0	0	0	0	0.000124006511834657	6.90817740766407e-05	0	0	0	0.000666638936149186	0	0.00380999336432948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00535306899269293	0.000472620085737634	0	0	0	0	0	0.000251258545466937	0	0	0	0	0	0	0	0.000573549178657355	0	0	0	0
motu_linkage_group_205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125866661294535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_206	0.000374662615478461	0	0.00256314594752487	0.00219137156861967	0	0.00246282425551891	0	0.0692095714702014	0.0161952622666909	0.0393395842033501	0.00291509556256746	0.000206677519724428	0	0.00163962436985561	0	0	0.00202792684778156	0	0.0272886263564221	0.0128788471755887	0.0003601298728508	0.00203374140317696	0.00801611318129445	0.00089689579080404	0	0.000151995713161878	0.000100005237299924	0	0.00117987581875071	0.0432513100332484	8.5034873146416e-05	0	0.000793592304494034	0.000468983693223448	0.00307323111009899	0	0.000643735560540059	0.00389025055117399	7.18689699299672e-05	0.00838020385437552	0.00425358077163871	0.00468058002000778	0.00336800397991712	0	0	0	0.0057297872651047	0.00398597411955822	0.00250389153197603	0.00125521365164701	0.000194352336472081	0.0255473586906934	0	0.000994951425495716	0.000942664986704168	0.00769364469442485	7.56334408720809e-05	0	0.00188806631341225
motu_linkage_group_207	0.00165587495233784	0	0.00121535187785374	0	0	0	0.000231172782735569	0	0	0	0.00247882275728526	0	0	0.00140717354936005	0	0.000272309671634374	0.00112040157335998	0	0	0	0.000877308863185409	0	0	0	0	0	0.00326683775179751	5.31215957629249e-05	0.000638619564718665	0	0	0.000418172809657567	0	0.000562780431868137	0.00103730080400084	0	0	0.000204750029009157	0	0	0	0.00344107991592517	0	0	0	0	0	7.56351825343115e-05	0	0.000163279824604489	0	3.1142655860252e-05	0	0	0	0	0	0	0.000454012629261653
motu_linkage_group_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00485038235597043	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_212	0.000196697873126192	0	0.0119104484029667	0	0	0	0	0.0010728112695601	0	0	0.0038173870462193	0	0	0.0123875803152209	0	4.23592822542359e-05	0	0	0.014987348728154	0	0.0422290184325232	0	0.000493215888774709	0	0	0	0	0	0.00212524215799818	0	0	0	7.08564557583959e-05	0.00150825155740661	0.00983433955231677	0	0	0.00175898888557867	0	0	0.0021436696745957	0.00405193828859716	0.00028078517390467	0	0	0	0.00262729044281731	0.000635335533288217	0	0.000202058782948055	0.000502886670621509	0	0	0.00362299553559819	0	0.000767606591751451	0	0.000106820371884701	0.000460274872423883
motu_linkage_group_217	0	0	0.00175057414713933	0	0	0	0	0	0.00474309941862737	0	0	0	0	0.00118451950673979	0	4.23592822542359e-05	0	0	0.00374297047700028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505092698509534	0	0	0.00131226154955869	0	0.00415019619454788	0	0	0	0	0	0	0	0	0	0	0.00393563481355963	0	0	0.00579816520375089	0	0	0	0	0
motu_linkage_group_218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019192293226618	0	0	0.0037968261294779	0	0.00122400372560876	0	0	0
motu_linkage_group_219	0	0	0.00321756618944612	0	0	0	0	0	0	0	0	0	0	0.00116893372375637	0	4.23592822542359e-05	0	0	0	0	0.00296396362458126	0	0	0	0	0	0	0	0.00120002897714552	0	0	0	0	0.00103176412509158	0.00281049373540141	0	0	0	0	0	0	0.000155604388963025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117417059291807
motu_linkage_group_224	0	0	0	0	0	0	0.000165498696731146	0	0	0	0	0	0	0.00156637118983354	0	6.35389233813539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00723722041212431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_225	0.000295046809689288	0	0.0108524690118606	0.0338268083956019	0	0	0	0.00253854518517308	0	0.0272224879150746	0.000177373539521301	0.000124006511834657	0	0	0	0	0	0.000125713421258542	0.000768185400927054	0	0.0134679095344282	0.0289505320119955	0.00131162906685142	0.0524718981612213	0	0	0	0	0.00163668074236641	0	0	0	0.0153475083172686	0	0.000106156515029326	0	0.00010728926009001	9.30681950041624e-05	0.0597015533208237	0	0	0	0.0082193478179367	0	0	0	0.000442433525713519	0.0294220860058472	0	0.000112254879415586	6.55939135593272e-05	0	0	6.86173396893597e-05	0	0.0598615949720063	0	0.0027132374458714	0.000147610017395414
motu_linkage_group_228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012165179249231	0	0	0	0	0	0	0	0	0	0	0.00442953632302706	0	0	0	0	0	0	0	0	0	0	0.0218558919979678	0	0	0.00651864727048917	0	0.00673853114896312	0	0	0
